url;external_sku;name;length;dimension;weight;Meters;Dealer;Distributor;Inne;Commodity codes;GTIN-13;Kategoria;GTIN-14;Ilość w domu;Puste;short_description;description
https://am-robots.com/pl/shop/garages/the-cube/;38980295;Sześcian;Średni naturalny;100*72*10;13;Wooden Cube shaped garage (medium)  (RTK);92,65;81;;44 21 99 99 99;5744003720071;Garaże;;1;;"<p> </p>
<p><strong>Cube został zaprojektowany w Danii i oferuje wspaniały wygląd dla każdego ogrodu.  </strong></p>
<p>Garaż posiada przezroczyste przednie zasłony i jest dostępny w przystępnej cenie dla każdego. Płynnie wtapia się w ogród, oferując bardziej atrakcyjną alternatywę dla plastikowych garaży robotów.</p>
<ul>
<li><strong>Ochronna farba zewnętrzna lub powłoka olejna  </strong></li>
<li><strong>RTK-Ready</strong></li>
<li><strong>Świetny przepływ powietrza</strong></li>
<li><strong>Regulowane nóżki</strong></li>
<li><strong>Dach asfaltowy</strong></li>
<li><strong>Łatwy dostęp do robota od góry</strong></li>
</ul>
<p>Robot jest chroniony przez cały rok, a garaż ma doskonały przepływ powietrza. Garaż wykonaliśmy w 2 wersjach. Jedna dla małych i średnich robotów, a druga dla dużych robotów.</p>
<p><strong>Średnia kostka:</strong></p>
<p>Wymiary garażu: 70,6 cm x 99 cm x 45 cm<br>Wymiary drzwi garażowych: 56 cm x 35 cm</p>
<p><strong>Duża kostka:</strong></p>
<p>Wymiary garażu: 78 cm x 110 cm x 50 cm<br>Wymiary drzwi garażowych: 65 cm x 40 cm</p>
<p> </p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubeoVIQLT80IcY-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/oVIQLT80IcY?feature=oembed"" title=""The Cube"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>";"<h2>Opis</h2>

<p><strong>Robot i garaż – przegląd –</strong> <a href=""https://am-robots.com/wp-content/uploads/2025/10/AM-Garages-robot-compatibility-2025.xlsx""> <strong>Kliknij tutaj</strong></a></p>
<p>Kolor: Naturalny</p>
<p>Obróbka: Olej i farba</p>
<p><strong><a href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu lub zobacz wymiary bramy powyżej.</strong></p>
<p>Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
https://am-robots.com/pl/shop/garages/the-cube/;38980296;Sześcian;Duży naturalny;114*82*11;16;Wooden Cube shaped garage  (RTK);109,65;94,5;;44 21 99 99 99;5744003720064;Garaże;;1;;"<p> </p>
<p><strong>Cube został zaprojektowany w Danii i oferuje wspaniały wygląd dla każdego ogrodu.  </strong></p>
<p>Garaż posiada przezroczyste przednie zasłony i jest dostępny w przystępnej cenie dla każdego. Płynnie wtapia się w ogród, oferując bardziej atrakcyjną alternatywę dla plastikowych garaży robotów.</p>
<ul>
<li><strong>Ochronna farba zewnętrzna lub powłoka olejna  </strong></li>
<li><strong>RTK-Ready</strong></li>
<li><strong>Świetny przepływ powietrza</strong></li>
<li><strong>Regulowane nóżki</strong></li>
<li><strong>Dach asfaltowy</strong></li>
<li><strong>Łatwy dostęp do robota od góry</strong></li>
</ul>
<p>Robot jest chroniony przez cały rok, a garaż ma doskonały przepływ powietrza. Garaż wykonaliśmy w 2 wersjach. Jedna dla małych i średnich robotów, a druga dla dużych robotów.</p>
<p><strong>Średnia kostka:</strong></p>
<p>Wymiary garażu: 70,6 cm x 99 cm x 45 cm<br>Wymiary drzwi garażowych: 56 cm x 35 cm</p>
<p><strong>Duża kostka:</strong></p>
<p>Wymiary garażu: 78 cm x 110 cm x 50 cm<br>Wymiary drzwi garażowych: 65 cm x 40 cm</p>
<p> </p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubeoVIQLT80IcY-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/oVIQLT80IcY?feature=oembed"" title=""The Cube"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>";"<h2>Opis</h2>

<p><strong>Robot i garaż – przegląd –</strong> <a href=""https://am-robots.com/wp-content/uploads/2025/10/AM-Garages-robot-compatibility-2025.xlsx""> <strong>Kliknij tutaj</strong></a></p>
<p>Kolor: Naturalny</p>
<p>Obróbka: Olej i farba</p>
<p><strong><a href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu lub zobacz wymiary bramy powyżej.</strong></p>
<p>Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
https://am-robots.com/pl/shop/garages/the-cube/;38980298;Sześcian;Średni czarny;100*72*10;13;Wooden Cube shaped garage (medium)  (RTK);92,65;81;;44 21 99 99 99;5744003720057;Garaże;;0;;"<p> </p>
<p><strong>Cube został zaprojektowany w Danii i oferuje wspaniały wygląd dla każdego ogrodu.  </strong></p>
<p>Garaż posiada przezroczyste przednie zasłony i jest dostępny w przystępnej cenie dla każdego. Płynnie wtapia się w ogród, oferując bardziej atrakcyjną alternatywę dla plastikowych garaży robotów.</p>
<ul>
<li><strong>Ochronna farba zewnętrzna lub powłoka olejna  </strong></li>
<li><strong>RTK-Ready</strong></li>
<li><strong>Świetny przepływ powietrza</strong></li>
<li><strong>Regulowane nóżki</strong></li>
<li><strong>Dach asfaltowy</strong></li>
<li><strong>Łatwy dostęp do robota od góry</strong></li>
</ul>
<p>Robot jest chroniony przez cały rok, a garaż ma doskonały przepływ powietrza. Garaż wykonaliśmy w 2 wersjach. Jedna dla małych i średnich robotów, a druga dla dużych robotów.</p>
<p><strong>Średnia kostka:</strong></p>
<p>Wymiary garażu: 70,6 cm x 99 cm x 45 cm<br>Wymiary drzwi garażowych: 56 cm x 35 cm</p>
<p><strong>Duża kostka:</strong></p>
<p>Wymiary garażu: 78 cm x 110 cm x 50 cm<br>Wymiary drzwi garażowych: 65 cm x 40 cm</p>
<p> </p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubeoVIQLT80IcY-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/oVIQLT80IcY?feature=oembed"" title=""The Cube"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>";"<h2>Opis</h2>

<p><strong>Robot i garaż – przegląd –</strong> <a href=""https://am-robots.com/wp-content/uploads/2025/10/AM-Garages-robot-compatibility-2025.xlsx""> <strong>Kliknij tutaj</strong></a></p>
<p>Kolor: Naturalny</p>
<p>Obróbka: Olej i farba</p>
<p><strong><a href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu lub zobacz wymiary bramy powyżej.</strong></p>
<p>Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
https://am-robots.com/pl/shop/garages/the-cube/;38980299;Sześcian;Duży czarny;114*82*11;16;Wooden Cube shaped garage (RTK);109,65;94,5;;44 21 99 99 99;5744003720040;Garaże;;2;;"<p> </p>
<p><strong>Cube został zaprojektowany w Danii i oferuje wspaniały wygląd dla każdego ogrodu.  </strong></p>
<p>Garaż posiada przezroczyste przednie zasłony i jest dostępny w przystępnej cenie dla każdego. Płynnie wtapia się w ogród, oferując bardziej atrakcyjną alternatywę dla plastikowych garaży robotów.</p>
<ul>
<li><strong>Ochronna farba zewnętrzna lub powłoka olejna  </strong></li>
<li><strong>RTK-Ready</strong></li>
<li><strong>Świetny przepływ powietrza</strong></li>
<li><strong>Regulowane nóżki</strong></li>
<li><strong>Dach asfaltowy</strong></li>
<li><strong>Łatwy dostęp do robota od góry</strong></li>
</ul>
<p>Robot jest chroniony przez cały rok, a garaż ma doskonały przepływ powietrza. Garaż wykonaliśmy w 2 wersjach. Jedna dla małych i średnich robotów, a druga dla dużych robotów.</p>
<p><strong>Średnia kostka:</strong></p>
<p>Wymiary garażu: 70,6 cm x 99 cm x 45 cm<br>Wymiary drzwi garażowych: 56 cm x 35 cm</p>
<p><strong>Duża kostka:</strong></p>
<p>Wymiary garażu: 78 cm x 110 cm x 50 cm<br>Wymiary drzwi garażowych: 65 cm x 40 cm</p>
<p> </p>
<p><iframe data-placeholder-image=""https://am-robots.com/wp-content/uploads/complianz/placeholders/youtubeoVIQLT80IcY-maxresdefault.webp"" data-category=""marketing"" data-service=""youtube"" class=""cmplz-placeholder-element cmplz-iframe cmplz-iframe-styles cmplz-video"" data-cmplz-target=""src"" data-src-cmplz=""https://www.youtube.com/embed/oVIQLT80IcY?feature=oembed"" title=""The Cube"" width=""1080"" height=""608"" src=""about:blank"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe></p>";"<h2>Opis</h2>

<p><strong>Robot i garaż – przegląd –</strong> <a href=""https://am-robots.com/wp-content/uploads/2025/10/AM-Garages-robot-compatibility-2025.xlsx""> <strong>Kliknij tutaj</strong></a></p>
<p>Kolor: Naturalny</p>
<p>Obróbka: Olej i farba</p>
<p><strong><a href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu lub zobacz wymiary bramy powyżej.</strong></p>
<p>Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
https://am-robots.com/pl/shop/garages/universal-garage/;38969998;Garaż uniwersalny;;73*60*12;8;Fits all robot mowers up to 5.000m²;109,65;94,5;;7606123000;5744003720095;Garaże;;1;;"<p><strong><br>
GARAŻ UNIWERSALNY jest kompatybilny z wszystkimi robotami o powierzchni do 5.000 m2. </strong></p>
<p>Garaż uniwersalny jest łatwy w montażu i zawiera kołki do zakotwiczenia garażu do podłoża.</p>
<p>Zapewnia doskonałą ochronę robota przed promieniami UV, które mogą powodować blaknięcie elementów zewnętrznych i uszkodzenie baterii.</p>
<p> </p>
<ul>
<li><strong>Pasuje do 90% robotów </strong></li>
<li><strong>Odchyl górną część</strong></li>
<li><strong>Montaż trwa kilka minut i przez wiele lat nie wymaga konserwacji</strong></li>
<li><strong>Najwyższa jakość wykonania</strong></li>
<li><strong>2 lata gwarancji</strong></li>
</ul>
<p><strong>Wymiary: </strong> <strong>Szerokość: 70cm </strong> <strong>Wysokość: 46cm Długość: 82cm</strong></p>";"<h2>Opis</h2>

<p><strong>Wymiary</strong>: L 82 x W 70 x H 46 cm.</p>"
https://am-robots.com/pl/shop/garages/wooden-shelter-wall-mounted/;38874299;Schronienie drewniane - naścienne;;57*58*7;5;Wall mounted roof over docking station;40,8;32,4;;44 21 99 99 99;5744003721320;Garaże;;1;;"<p><strong>Nasz nowy garaż z dachem jest idealny dla osób chcących zintegrować garaż na kosiarkę robota z domem lub wiatą.</strong></p>
<p>Drewniana wiata jest łatwa w montażu i instalacji. Obie czynności można wykonać w ciągu kilku minut.<br>
Jest to proste rozwiązanie, aby chronić robota przed słońcem i przedłużyć jego żywotność.</p>
<ul>
<li><strong>Pasuje do wszystkich: AL-KO, Kress Robotic, Worx Landroid</strong></li>
<li><strong>RTK-Ready</strong></li>
<li><strong>Możliwość montażu w ciągu kilku minut</strong></li>
<li><strong>Szybko rosnące drewno, asfaltowy dach</strong></li>
<li><strong>Szybki montaż </strong></li>
<li><strong>Efektywność kosztowa</strong></li>
</ul>
<p><strong>Wymiary</strong>: Szerokość: 65cm, Wysokość: 23cm, Głębokość: 53cm</p>";"<h2>Opis</h2>

<p><strong>Kompatybilność z robotami -</strong> <a href=""https://am-robots.com/wp-content/uploads/2025/10/AM-Garages-robot-compatibility-2025.xlsx""> <strong>Kliknij tutaj</strong></a></p>
<p><strong>Obecny rozmiar pasuje tylko do małych robotów!</strong></p>
<p><strong><a href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu lub zobacz wymiary bramy powyżej.</strong></p>
<p>Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w okresie 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Zależy to od klimatu i tego, jak często konieczna jest konserwacja.</p>"
https://am-robots.com/pl/shop/others/am-hybrid-grass/;57504114;AM Trawa hybrydowa;;21*27*9;0,58;Artificial grass for better robot grip with the lawn;17;13,5;;5703310000;5744003721245;Inne;15744003721242;0;;"<p> </p>
<p><strong>Hybrydowa trawa firmy AM ROBOTS poprawi przyczepność kosiarek automatycznych i zapewni idealny wygląd trawnika.</strong></p>
<p>Każdy ogród jest wyjątkowy, ale istnieją obszary trawników, w których zdecydowanie zalecamy stosowanie trawy hybrydowej:</p>
<ul>
<li>Pod stacją dokującą i tuż przed nią.</li>
<li>W garażu.</li>
<li>Strome zbocza, aby uniknąć poślizgu robota</li>
<li>Miejsca, w których trawa jest zużyta i nie wygląda zdrowo</li>
</ul>
<p>Trawa hybrydowa AM pozwala naturalnej trawie odrastać i rosnąć przez siatkę. Trawa hybrydowa sprawia, że robot nie utknie w żadnym miejscu na trawniku, dzięki czemu może kosić cały trawnik przez cały sezon.</p>
<p>Chcesz dowiedzieć się więcej o zaletach trawy hybrydowej?  <a href=""/blog/hybrid-grass-as-lawn-protection-no-more-damaged-lawns/""><strong>Zobacz wpis na blogu</strong></a></p>
<p> </p>
<p> </p>";"<h2>Opis</h2>

<p>AM ROBOTS zaleca stosowanie bio kołków do mocowania trawy hybrydowej do podłoża.  Bio kołki rozłożą się w ciągu 2-3 lat, do tego czasu trawa sama przytwierdzi się do podłoża.</p>
<p>Wymiary: 80 cm x 80 cm, 1 m x 20 m i 2 m x 2 m</p>"
https://am-robots.com/pl/shop/others/am-hybrid-grass/;57504135;AM Trawa hybrydowa;;;;Artificial grass for better robot grip with the lawn;79,05;67,5;;;;;;0;;"<p> </p>
<p><strong>Hybrydowa trawa firmy AM ROBOTS poprawi przyczepność kosiarek automatycznych i zapewni idealny wygląd trawnika.</strong></p>
<p>Każdy ogród jest wyjątkowy, ale istnieją obszary trawników, w których zdecydowanie zalecamy stosowanie trawy hybrydowej:</p>
<ul>
<li>Pod stacją dokującą i tuż przed nią.</li>
<li>W garażu.</li>
<li>Strome zbocza, aby uniknąć poślizgu robota</li>
<li>Miejsca, w których trawa jest zużyta i nie wygląda zdrowo</li>
</ul>
<p>Trawa hybrydowa AM pozwala naturalnej trawie odrastać i rosnąć przez siatkę. Trawa hybrydowa sprawia, że robot nie utknie w żadnym miejscu na trawniku, dzięki czemu może kosić cały trawnik przez cały sezon.</p>
<p>Chcesz dowiedzieć się więcej o zaletach trawy hybrydowej?  <a href=""/blog/hybrid-grass-as-lawn-protection-no-more-damaged-lawns/""><strong>Zobacz wpis na blogu</strong></a></p>
<p> </p>
<p> </p>";"<h2>Opis</h2>

<p>AM ROBOTS zaleca stosowanie bio kołków do mocowania trawy hybrydowej do podłoża.  Bio kołki rozłożą się w ciągu 2-3 lat, do tego czasu trawa sama przytwierdzi się do podłoża.</p>
<p>Wymiary: 80 cm x 80 cm, 1 m x 20 m i 2 m x 2 m</p>"
https://am-robots.com/pl/shop/others/cable-machines/cable-machine-blades/;90474584;Ostrza do maszyn linowych;AM Heavy Duty Reversable Blade 600MH;10*20*10;0,1;Hardener steel, Reversible blade;84,15;67,5;;8208400000;5744003721344;Noże;;0;;"<p><strong>AM ROBOTS jest gotowy dostarczyć naszym dealerom najlepsze ostrza do maszyn kablowych.</strong></p>
<p>Nasze ostrza są trwałe i mogą zaoszczędzić instalatorom wiele czasu i pieniędzy, ponieważ dłuższa żywotność prowadzi do mniejszego łamania ostrzy w instalacjach skalistych i na suchym podłożu.<br>
Ostrza są wykonane z hartowanej stali i są traktowane i zabezpieczone przed korozją.</p>";
https://am-robots.com/pl/shop/others/cable-machines/cable-machine-blades/;90879978;Ostrza do maszyn linowych;CL400/CLH Drill Bit Blade 4mm;50*40*20;0,1;Hardener steel 4mm;12,75;9,9;;8208400000;5744003721405;Noże;;0;;"<p><strong>AM ROBOTS jest gotowy dostarczyć naszym dealerom najlepsze ostrza do maszyn kablowych.</strong></p>
<p>Nasze ostrza są trwałe i mogą zaoszczędzić instalatorom wiele czasu i pieniędzy, ponieważ dłuższa żywotność prowadzi do mniejszego łamania ostrzy w instalacjach skalistych i na suchym podłożu.<br>
Ostrza są wykonane z hartowanej stali i są traktowane i zabezpieczone przed korozją.</p>";
